indicator_code,disease_name,country_code,spatial_dim_type,year,numeric_value,low,high
TB_e_mort_exc_tbhiv_num,Tuberculosis,VUT,COUNTRY,2021,36.0,14.0,69.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,WB_LI,WORLDBANKINCOMEGROUP,2002,211000.0,154000.0,277000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KAZ,COUNTRY,2017,570.0,550.0,590.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ZMB,COUNTRY,2022,2600.0,1300.0,4500.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SVN,COUNTRY,2007,29.0,29.0,29.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,AUS,COUNTRY,2002,66.0,65.0,66.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PAK,COUNTRY,2009,55000.0,47000.0,63000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,DOM,COUNTRY,2002,860.0,380.0,1500.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,NER,COUNTRY,2013,4100.0,2700.0,5900.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,GNB,COUNTRY,2005,580.0,350.0,870.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PNG,COUNTRY,2018,12000.0,8700.0,16000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SOM,COUNTRY,2000,11000.0,7500.0,14000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BHS,COUNTRY,2004,6.0,6.0,7.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KWT,COUNTRY,2010,32.0,32.0,33.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,NLD,COUNTRY,2014,35.0,35.0,36.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MUS,COUNTRY,2001,10.0,9.0,10.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,GLOBAL,GLOBAL,2013,1400000.0,1250000.0,1550000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SEAR,REGION,2004,870000.0,702000.0,1060000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,LAO,COUNTRY,2021,2000.0,1200.0,3100.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,LBY,COUNTRY,2015,490.0,120.0,1100.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PRI,COUNTRY,2003,16.0,16.0,16.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SWE,COUNTRY,2023,19.0,19.0,20.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,DNK,COUNTRY,2007,27.0,26.0,28.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,TKM,COUNTRY,2022,740.0,620.0,860.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CYP,COUNTRY,2012,5.0,4.0,5.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,JOR,COUNTRY,2010,27.0,22.0,31.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BHS,COUNTRY,2019,2.0,2.0,2.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CZE,COUNTRY,2001,96.0,94.0,98.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,FJI,COUNTRY,2002,19.0,16.0,22.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,GEO,COUNTRY,2000,340.0,320.0,360.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,LBN,COUNTRY,2017,120.0,84.0,170.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,AZE,COUNTRY,2015,580.0,530.0,620.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SUR,COUNTRY,2009,14.0,13.0,16.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,TTO,COUNTRY,2014,21.0,20.0,21.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BRN,COUNTRY,2001,14.0,13.0,14.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,USA,COUNTRY,2000,910.0,910.0,920.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CZE,COUNTRY,2004,69.0,69.0,70.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SVK,COUNTRY,2003,66.0,66.0,67.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SUR,COUNTRY,2001,10.0,9.0,11.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CPV,COUNTRY,2016,22.0,19.0,25.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SDN,COUNTRY,2013,8100.0,4200.0,13000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BEN,COUNTRY,2022,800.0,300.0,1500.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SWE,COUNTRY,2017,23.0,22.0,23.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ARM,COUNTRY,2014,81.0,79.0,82.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,HRV,COUNTRY,2018,40.0,40.0,41.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KOR,COUNTRY,2000,4100.0,3800.0,4400.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ARG,COUNTRY,2001,860.0,830.0,890.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MAR,COUNTRY,2010,2300.0,1300.0,3600.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KAZ,COUNTRY,2003,3700.0,3600.0,3900.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PER,COUNTRY,2007,2000.0,1700.0,2300.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ZWE,COUNTRY,2012,1700.0,1000.0,2400.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BRN,COUNTRY,2020,24.0,20.0,28.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,WPR,REGION,2001,335000.0,304000.0,368000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ROU,COUNTRY,2024,970.0,630.0,1400.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BRA,COUNTRY,2003,6400.0,5900.0,7000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,HRV,COUNTRY,2021,22.0,22.0,22.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MWI,COUNTRY,2011,5200.0,2600.0,8700.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,TJK,COUNTRY,2021,800.0,710.0,900.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MDG,COUNTRY,2014,12000.0,8500.0,16000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,FRA,COUNTRY,2000,1200.0,1100.0,1200.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,EST,COUNTRY,2019,16.0,16.0,16.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,HKG,COUNTRY,2007,240.0,240.0,240.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,EMR,REGION,2007,106000.0,95000.0,118000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,LVA,COUNTRY,2008,130.0,120.0,130.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MHL,COUNTRY,2020,48.0,33.0,65.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BHS,COUNTRY,2017,2.0,2.0,2.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,FIN,COUNTRY,2000,130.0,130.0,130.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CHL,COUNTRY,2008,450.0,440.0,460.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MDA,COUNTRY,2006,820.0,700.0,940.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BTN,COUNTRY,2001,1100.0,800.0,1600.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KGZ,COUNTRY,2024,200.0,160.0,250.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BRA,COUNTRY,2011,5300.0,5100.0,5500.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KHM,COUNTRY,2002,5300.0,1900.0,10000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SLE,COUNTRY,2005,9100.0,3800.0,17000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CIV,COUNTRY,2017,6400.0,4300.0,8800.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SGP,COUNTRY,2004,82.0,77.0,87.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MNG,COUNTRY,2014,330.0,290.0,360.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,FIN,COUNTRY,2002,98.0,97.0,98.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CIV,COUNTRY,2001,3000.0,1500.0,5100.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MDV,COUNTRY,2014,8.0,7.0,9.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,IND,COUNTRY,2001,757000.0,567000.0,973000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KAZ,COUNTRY,2012,1600.0,1400.0,1900.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,NIC,COUNTRY,2005,230.0,220.0,240.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SOM,COUNTRY,2007,9100.0,6600.0,12000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ZMB,COUNTRY,2018,5000.0,3000.0,7500.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ARM,COUNTRY,2005,240.0,180.0,300.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,VNM,COUNTRY,2016,13000.0,8300.0,18000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,USA,COUNTRY,2010,620.0,610.0,620.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,NZL,COUNTRY,2017,11.0,11.0,11.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MKD,COUNTRY,2020,20.0,17.0,22.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,NOR,COUNTRY,2003,55.0,53.0,56.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,FSM,COUNTRY,2016,78.0,54.0,110.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,IDN,COUNTRY,2015,98000.0,92000.0,104000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PRI,COUNTRY,2004,20.0,20.0,20.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PAN,COUNTRY,2008,210.0,200.0,210.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BHS,COUNTRY,2023,2.0,2.0,2.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BLR,COUNTRY,2015,450.0,420.0,480.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,WB_UMI,WORLDBANKINCOMEGROUP,2009,252000.0,241000.0,262000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,TLS,COUNTRY,2008,2100.0,1600.0,2800.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CHE,COUNTRY,2011,25.0,24.0,25.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,COM,COUNTRY,2015,73.0,26.0,140.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,JAM,COUNTRY,2019,7.0,7.0,7.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SOM,COUNTRY,2009,7500.0,5300.0,10000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,COD,COUNTRY,2002,79000.0,31000.0,147000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,FIN,COUNTRY,2001,97.0,97.0,98.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SAU,COUNTRY,2011,310.0,260.0,350.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,EMR,REGION,2017,80000.0,70000.0,91000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,DOM,COUNTRY,2016,350.0,190.0,550.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PER,COUNTRY,2012,2000.0,1700.0,2300.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,LSO,COUNTRY,2001,1700.0,600.0,3300.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MRT,COUNTRY,2022,570.0,310.0,900.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,FSM,COUNTRY,2017,68.0,47.0,93.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SVK,COUNTRY,2002,64.0,64.0,64.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,GIN,COUNTRY,2012,3100.0,2200.0,4200.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,FRA,COUNTRY,2009,670.0,650.0,700.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ARE,COUNTRY,2018,63.0,36.0,97.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CHL,COUNTRY,2000,540.0,530.0,550.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,AUT,COUNTRY,2005,54.0,54.0,55.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,LTU,COUNTRY,2013,220.0,220.0,230.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,WPR,REGION,2003,307000.0,286000.0,330000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SVN,COUNTRY,2015,11.0,11.0,11.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,FJI,COUNTRY,2023,41.0,40.0,41.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CHN,COUNTRY,2001,102000.0,82000.0,125000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ARM,COUNTRY,2019,36.0,36.0,37.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,RWA,COUNTRY,2011,670.0,430.0,960.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BGR,COUNTRY,2013,160.0,160.0,170.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SWZ,COUNTRY,2004,840.0,300.0,1700.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,AMR,REGION,2007,20000.0,19000.0,21000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,COM,COUNTRY,2014,69.0,26.0,130.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,TJK,COUNTRY,2007,900.0,830.0,970.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CAF,COUNTRY,2001,4200.0,1400.0,8500.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,GRC,COUNTRY,2005,98.0,94.0,100.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SVK,COUNTRY,2017,29.0,28.0,29.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,TGO,COUNTRY,2001,430.0,170.0,810.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,USA,COUNTRY,2014,520.0,520.0,520.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,NOR,COUNTRY,2012,22.0,22.0,23.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,LVA,COUNTRY,2023,51.0,44.0,59.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,WB_LMI,WORLDBANKINCOMEGROUP,2004,1190000.0,1010000.0,1380000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ISR,COUNTRY,2019,20.0,19.0,20.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,TZA,COUNTRY,2024,17000.0,6700.0,32000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,UKR,COUNTRY,2023,2600.0,2500.0,2700.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SRB,COUNTRY,2017,88.0,83.0,93.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,RWA,COUNTRY,2022,410.0,210.0,680.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MMR,COUNTRY,2008,58000.0,33000.0,91000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CRI,COUNTRY,2006,63.0,62.0,63.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CAF,COUNTRY,2003,4800.0,1700.0,9400.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SWE,COUNTRY,2001,88.0,87.0,89.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,TJK,COUNTRY,2015,780.0,710.0,860.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,QAT,COUNTRY,2001,5.0,5.0,6.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SVN,COUNTRY,2021,12.0,12.0,12.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,YEM,COUNTRY,2023,3700.0,2600.0,4900.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BHR,COUNTRY,2005,10.0,9.0,12.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SRB,COUNTRY,2023,76.0,57.0,99.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CPV,COUNTRY,2012,22.0,19.0,25.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,AMR,REGION,2023,22000.0,21000.0,24000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,LBY,COUNTRY,2016,460.0,120.0,1000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MYS,COUNTRY,2000,1500.0,790.0,2600.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,GMB,COUNTRY,2008,380.0,230.0,570.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SVK,COUNTRY,2008,42.0,42.0,43.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CPV,COUNTRY,2008,32.0,27.0,37.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,HTI,COUNTRY,2005,1200.0,810.0,1500.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MAC,COUNTRY,2019,97.0,67.0,130.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CHN,COUNTRY,2005,72000.0,64000.0,80000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,RUS,COUNTRY,2002,32000.0,31000.0,33000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MMR,COUNTRY,2023,36000.0,23000.0,52000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,VEN,COUNTRY,2012,650.0,650.0,650.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,TLS,COUNTRY,2020,870.0,630.0,1100.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,QAT,COUNTRY,2014,7.0,6.0,9.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,DZA,COUNTRY,2024,3300.0,2200.0,4600.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,EST,COUNTRY,2012,36.0,35.0,36.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MKD,COUNTRY,2010,34.0,33.0,35.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CMR,COUNTRY,2015,6800.0,4700.0,9200.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CAN,COUNTRY,2014,110.0,110.0,110.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,IRQ,COUNTRY,2010,1100.0,950.0,1200.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SEN,COUNTRY,2022,4200.0,2700.0,5900.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,NZL,COUNTRY,2023,14.0,13.0,14.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CYP,COUNTRY,2017,4.0,3.0,4.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ZMB,COUNTRY,2014,4700.0,2800.0,7200.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,LTU,COUNTRY,2012,270.0,260.0,280.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,WB_HI,WORLDBANKINCOMEGROUP,2006,48000.0,47000.0,49000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,UGA,COUNTRY,2019,6900.0,3800.0,11000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,JOR,COUNTRY,2007,38.0,30.0,47.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,GTM,COUNTRY,2008,370.0,340.0,390.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CHL,COUNTRY,2020,280.0,280.0,280.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KHM,COUNTRY,2008,3700.0,1600.0,6700.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BIH,COUNTRY,2011,170.0,170.0,180.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KOR,COUNTRY,2020,1600.0,1500.0,1700.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,IRL,COUNTRY,2008,32.0,32.0,32.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PSE,COUNTRY,2020,6.0,4.0,8.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ARE,COUNTRY,2004,29.0,21.0,38.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,LUX,COUNTRY,2003,4.0,4.0,4.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,GAB,COUNTRY,2019,1400.0,920.0,2000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,FSM,COUNTRY,2012,84.0,58.0,110.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BLR,COUNTRY,2017,330.0,310.0,340.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KAZ,COUNTRY,2019,460.0,440.0,470.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MWI,COUNTRY,2018,3000.0,1500.0,4900.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,DJI,COUNTRY,2016,1600.0,1100.0,2200.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,HTI,COUNTRY,2013,1100.0,760.0,1500.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,TLS,COUNTRY,2019,460.0,300.0,650.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,JAM,COUNTRY,2021,8.0,6.0,11.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SGP,COUNTRY,2005,72.0,67.0,76.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PAK,COUNTRY,2013,51000.0,43000.0,59000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,NLD,COUNTRY,2004,82.0,80.0,83.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PAN,COUNTRY,2007,180.0,180.0,190.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KHM,COUNTRY,2014,3400.0,1700.0,5700.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,DOM,COUNTRY,2014,450.0,290.0,640.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SYR,COUNTRY,2002,77.0,59.0,97.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,DZA,COUNTRY,2011,5200.0,3600.0,7100.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BDI,COUNTRY,2022,2000.0,1200.0,3000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,AGO,COUNTRY,2013,21000.0,14000.0,29000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PAK,COUNTRY,2001,58000.0,52000.0,65000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,STP,COUNTRY,2005,130.0,87.0,180.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,URY,COUNTRY,2004,87.0,83.0,91.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SRB,COUNTRY,2019,51.0,47.0,55.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KHM,COUNTRY,2015,3300.0,1700.0,5500.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,AFG,COUNTRY,2001,11000.0,7600.0,15000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,IDN,COUNTRY,2005,118000.0,107000.0,129000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,NAM,COUNTRY,2010,1600.0,1000.0,2300.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CIV,COUNTRY,2013,6800.0,4700.0,9300.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BLR,COUNTRY,2014,530.0,480.0,590.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CHE,COUNTRY,2002,34.0,33.0,34.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,EST,COUNTRY,2002,140.0,100.0,190.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,WPR,REGION,2009,254000.0,240000.0,268000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,IRQ,COUNTRY,2009,1100.0,990.0,1200.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,NPL,COUNTRY,2018,17000.0,9200.0,26000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,ISR,COUNTRY,2018,20.0,19.0,20.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BHR,COUNTRY,2012,5.0,4.0,5.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SLB,COUNTRY,2007,410.0,280.0,570.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,LAO,COUNTRY,2022,1000.0,580.0,1600.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,GNQ,COUNTRY,2007,510.0,170.0,1000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KOR,COUNTRY,2006,3400.0,3200.0,3700.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,GHA,COUNTRY,2003,11000.0,4400.0,19000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CPV,COUNTRY,2001,29.0,25.0,34.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,COL,COUNTRY,2005,1200.0,1100.0,1200.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,POL,COUNTRY,2021,500.0,480.0,520.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,AFG,COUNTRY,2005,16000.0,11000.0,21000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,GNB,COUNTRY,2006,520.0,310.0,790.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BGD,COUNTRY,2024,44000.0,27000.0,65000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,TUN,COUNTRY,2019,140.0,100.0,180.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,GLOBAL,GLOBAL,2017,1260000.0,1130000.0,1400000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MNG,COUNTRY,2015,330.0,290.0,370.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MNG,COUNTRY,2022,390.0,340.0,450.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SVN,COUNTRY,2017,7.0,7.0,7.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,MWI,COUNTRY,2005,4000.0,1300.0,8100.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,BGR,COUNTRY,2010,220.0,210.0,230.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,AZE,COUNTRY,2008,510.0,470.0,560.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PAK,COUNTRY,2016,48000.0,40000.0,58000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,NOR,COUNTRY,2002,35.0,34.0,36.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,NAM,COUNTRY,2013,1700.0,1100.0,2400.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CPV,COUNTRY,2002,30.0,25.0,34.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,OMN,COUNTRY,2001,19.0,15.0,23.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,KHM,COUNTRY,2021,2900.0,1400.0,5000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,IRL,COUNTRY,2014,24.0,24.0,24.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,CRI,COUNTRY,2008,58.0,57.0,59.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,OMN,COUNTRY,2022,17.0,12.0,22.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,PHL,COUNTRY,2010,31000.0,28000.0,34000.0
TB_e_mort_exc_tbhiv_num,Tuberculosis,SOM,COUNTRY,2011,6000.0,4200.0,8000.0
