indicator_code,country_code,spatial_dim_type,year,sex_code,cause_code,numeric_value,low,high
SDG_SH_DTH_RNCOM,WB_UMI,WORLDBANKINCOMEGROUP,2001,SEX_BTSX,GHECAUSES_GHE061,3081693.0,2516843.0,3650523.0
SDG_SH_DTH_RNCOM,AFG,COUNTRY,2011,SEX_FMLE,GHECAUSES_GHE110,28640.11,16228.71,45023.28
SDG_SH_DTH_RNCOM,GMB,COUNTRY,2013,SEX_FMLE,GHECAUSES_GHE061,198.6638,108.1855,334.1858
SDG_SH_DTH_RNCOM,LBR,COUNTRY,2000,SEX_FMLE,GHECAUSES_GHE061,775.2343,469.1099,1217.134
SDG_SH_DTH_RNCOM,VNM,COUNTRY,2003,SEX_MLE,GHECAUSES_GHE110,96826.94,66625.98,135380.1
SDG_SH_DTH_RNCOM,LUX,COUNTRY,2000,SEX_FMLE,GHECAUSES_GHE080,31.74455,22.23046,44.00793
SDG_SH_DTH_RNCOM,ATG,COUNTRY,2014,SEX_MLE,GHECAUSES_GHE110,100.0603,75.69859,128.415
SDG_SH_DTH_RNCOM,GNQ,COUNTRY,2008,SEX_BTSX,GHECAUSES_GHE080,247.4755,132.6219,416.8745
SDG_SH_DTH_RNCOM,GNB,COUNTRY,2018,SEX_MLE,GHECAUSES_GHE061,287.2466,158.3862,473.6536
SDG_SH_DTH_RNCOM,AFG,COUNTRY,2004,SEX_FMLE,GHECAUSES_GHE110,25582.19,14142.64,40708.89
SDG_SH_DTH_RNCOM,MRT,COUNTRY,2002,SEX_BTSX,GHECAUSES_GHE061,1204.21,752.4626,1841.697
SDG_SH_DTH_RNCOM,VNM,COUNTRY,2013,SEX_MLE,GHECAUSES_GHE110,135153.9,92717.98,189175.4
SDG_SH_DTH_RNCOM,THA,COUNTRY,2016,SEX_BTSX,GHECAUSES_GHE080,28660.71,20088.11,39189.48
SDG_SH_DTH_RNCOM,GMB,COUNTRY,2008,SEX_BTSX,GHECAUSES_GHE117,310.5407,164.3356,527.8393
SDG_SH_DTH_RNCOM,RWA,COUNTRY,2009,SEX_MLE,GHECAUSES_GHE061,2393.824,1384.781,3904.562
SDG_SH_DTH_RNCOM,GTM,COUNTRY,2012,SEX_BTSX,GHECAUSES_GHE080,7485.295,5654.912,9591.276
SDG_SH_DTH_RNCOM,ETH,COUNTRY,2008,SEX_BTSX,GHECAUSES_GHE080,17079.84,12675.38,22339.47
SDG_SH_DTH_RNCOM,MNE,COUNTRY,2009,SEX_MLE,GHECAUSES_GHE080,84.61075,62.09555,112.7064
SDG_SH_DTH_RNCOM,MLI,COUNTRY,2012,SEX_BTSX,GHECAUSES_GHE080,2647.264,1543.665,4202.946
SDG_SH_DTH_RNCOM,BLR,COUNTRY,2014,SEX_BTSX,GHECAUSES_GHE117,2099.427,1573.714,3627.871
SDG_SH_DTH_RNCOM,BHS,COUNTRY,2015,SEX_BTSX,GHECAUSES_GHE117,45.2005,30.77103,63.52777
SDG_SH_DTH_RNCOM,BIH,COUNTRY,2013,SEX_BTSX,GHECAUSES_GHE117,1332.72,968.7584,1738.802
SDG_SH_DTH_RNCOM,BHR,COUNTRY,2008,SEX_FMLE,GHECAUSES_GHE117,66.42216,41.6209,96.27751
SDG_SH_DTH_RNCOM,FIN,COUNTRY,2013,SEX_BTSX,GHECAUSES_GHE080,496.3999,385.1949,621.8216
SDG_SH_DTH_RNCOM,ARE,COUNTRY,2017,SEX_FMLE,GHECAUSES_GHE061,909.3543,470.7892,1583.7
SDG_SH_DTH_RNCOM,PAN,COUNTRY,2016,SEX_MLE,GHECAUSES_GHE061,1634.663,1223.11,2092.11
SDG_SH_DTH_RNCOM,ITA,COUNTRY,2011,SEX_FMLE,GHECAUSES_GHE080,12379.75,9751.019,14523.99
SDG_SH_DTH_RNCOM,UKR,COUNTRY,2003,SEX_BTSX,GHECAUSES_GHE080,3488.631,2909.529,4193.313
SDG_SH_DTH_RNCOM,SLE,COUNTRY,2004,SEX_FMLE,GHECAUSES_GHE117,571.0836,290.5875,985.1959
SDG_SH_DTH_RNCOM,GUY,COUNTRY,2016,SEX_FMLE,GHECAUSES_GHE117,86.37662,54.96562,129.292
SDG_SH_DTH_RNCOM,DJI,COUNTRY,2003,SEX_MLE,GHECAUSES_GHE080,96.03854,54.60785,156.5228
SDG_SH_DTH_RNCOM,SWE,COUNTRY,2000,SEX_FMLE,GHECAUSES_GHE117,2229.487,1558.205,2813.824
SDG_SH_DTH_RNCOM,WB_UMI,WORLDBANKINCOMEGROUP,2018,SEX_BTSX,GHECAUSES_GHE117,1490198.0,1172045.0,1931437.0
SDG_SH_DTH_RNCOM,SEN,COUNTRY,2011,SEX_BTSX,GHECAUSES_GHE117,2233.387,1238.203,3665.633
SDG_SH_DTH_RNCOM,PAN,COUNTRY,2010,SEX_FMLE,GHECAUSES_GHE080,497.0219,381.2382,616.1401
SDG_SH_DTH_RNCOM,DEU,COUNTRY,2012,SEX_MLE,GHECAUSES_GHE110,144446.8,123452.6,169719.5
SDG_SH_DTH_RNCOM,CHL,COUNTRY,2012,SEX_FMLE,GHECAUSES_GHE080,1951.986,1475.669,2482.016
SDG_SH_DTH_RNCOM,THA,COUNTRY,2018,SEX_FMLE,GHECAUSES_GHE117,7975.754,4783.569,12636.82
SDG_SH_DTH_RNCOM,SWE,COUNTRY,2011,SEX_MLE,GHECAUSES_GHE110,16897.15,14068.51,19475.89
SDG_SH_DTH_RNCOM,BWA,COUNTRY,2016,SEX_MLE,GHECAUSES_GHE080,574.4477,337.1096,899.9167
SDG_SH_DTH_RNCOM,SSD,COUNTRY,2013,SEX_FMLE,GHECAUSES_GHE080,617.823,353.3303,998.811
SDG_SH_DTH_RNCOM,PNG,COUNTRY,2006,SEX_FMLE,GHECAUSES_GHE061,2619.706,1511.171,4271.257
SDG_SH_DTH_RNCOM,SRB,COUNTRY,2014,SEX_BTSX,GHECAUSES_GHE117,5709.726,4537.584,7206.9
SDG_SH_DTH_RNCOM,LSO,COUNTRY,2017,SEX_BTSX,GHECAUSES_GHE110,6728.717,3698.098,10948.78
SDG_SH_DTH_RNCOM,PRT,COUNTRY,2014,SEX_MLE,GHECAUSES_GHE110,15067.4,12239.9,18197.87
SDG_SH_DTH_RNCOM,AFR,REGION,2012,SEX_MLE,GHECAUSES_GHE080,99244.76,65949.36,144280.7
SDG_SH_DTH_RNCOM,LBN,COUNTRY,2010,SEX_FMLE,GHECAUSES_GHE117,335.5776,171.4113,593.3146
SDG_SH_DTH_RNCOM,ATG,COUNTRY,2008,SEX_BTSX,GHECAUSES_GHE061,103.3752,74.36437,137.9609
SDG_SH_DTH_RNCOM,GRD,COUNTRY,2015,SEX_BTSX,GHECAUSES_GHE117,26.93684,19.0631,36.65934
SDG_SH_DTH_RNCOM,BRA,COUNTRY,2001,SEX_BTSX,GHECAUSES_GHE080,41434.54,35398.19,47388.99
SDG_SH_DTH_RNCOM,PRY,COUNTRY,2013,SEX_BTSX,GHECAUSES_GHE117,1226.718,876.6486,1729.187
SDG_SH_DTH_RNCOM,CHE,COUNTRY,2002,SEX_FMLE,GHECAUSES_GHE117,1446.93,1067.454,1890.568
SDG_SH_DTH_RNCOM,RWA,COUNTRY,2017,SEX_FMLE,GHECAUSES_GHE061,3989.312,2329.464,6461.507
SDG_SH_DTH_RNCOM,VNM,COUNTRY,2016,SEX_MLE,GHECAUSES_GHE061,68238.95,42919.93,102655.7
SDG_SH_DTH_RNCOM,CAF,COUNTRY,2006,SEX_BTSX,GHECAUSES_GHE110,8468.898,4283.28,14648.2
SDG_SH_DTH_RNCOM,WPR,REGION,2002,SEX_FMLE,GHECAUSES_GHE110,1877467.0,1597865.0,2182433.0
SDG_SH_DTH_RNCOM,TUR,COUNTRY,2019,SEX_MLE,GHECAUSES_GHE110,67006.44,47281.76,90560.73
SDG_SH_DTH_RNCOM,BRB,COUNTRY,2009,SEX_BTSX,GHECAUSES_GHE080,260.2149,206.5054,318.5549
SDG_SH_DTH_RNCOM,SVK,COUNTRY,2011,SEX_FMLE,GHECAUSES_GHE110,14330.57,12145.71,16264.88
SDG_SH_DTH_RNCOM,DNK,COUNTRY,2015,SEX_MLE,GHECAUSES_GHE110,6592.77,5357.579,8023.854
SDG_SH_DTH_RNCOM,BDI,COUNTRY,2007,SEX_FMLE,GHECAUSES_GHE110,4404.731,2340.51,7349.21
SDG_SH_DTH_RNCOM,GIN,COUNTRY,2017,SEX_BTSX,GHECAUSES_GHE080,2580.981,1536.041,4042.645
SDG_SH_DTH_RNCOM,EST,COUNTRY,2012,SEX_FMLE,GHECAUSES_GHE061,1707.014,1304.011,2119.326
SDG_SH_DTH_RNCOM,FSM,COUNTRY,2006,SEX_MLE,GHECAUSES_GHE061,45.65956,26.57475,74.03593
SDG_SH_DTH_RNCOM,ECU,COUNTRY,2002,SEX_FMLE,GHECAUSES_GHE117,869.9287,598.3741,1212.631
SDG_SH_DTH_RNCOM,URY,COUNTRY,2015,SEX_BTSX,GHECAUSES_GHE061,8561.096,6868.938,10510.2
SDG_SH_DTH_RNCOM,CAN,COUNTRY,2015,SEX_MLE,GHECAUSES_GHE061,40943.84,33417.0,50273.5
SDG_SH_DTH_RNCOM,USA,COUNTRY,2005,SEX_MLE,GHECAUSES_GHE110,403177.8,359049.3,436206.8
SDG_SH_DTH_RNCOM,IRQ,COUNTRY,2002,SEX_MLE,GHECAUSES_GHE110,24969.63,17288.99,35145.27
SDG_SH_DTH_RNCOM,LCA,COUNTRY,2007,SEX_MLE,GHECAUSES_GHE110,198.1336,153.9847,250.1703
SDG_SH_DTH_RNCOM,WB_HI,WORLDBANKINCOMEGROUP,2014,SEX_BTSX,GHECAUSES_GHE061,2644990.0,2229944.0,3043435.0
SDG_SH_DTH_RNCOM,VNM,COUNTRY,2018,SEX_BTSX,GHECAUSES_GHE061,113479.2,70195.0,172747.3
SDG_SH_DTH_RNCOM,BIH,COUNTRY,2015,SEX_MLE,GHECAUSES_GHE110,8467.591,6753.62,10714.12
SDG_SH_DTH_RNCOM,ZAF,COUNTRY,2018,SEX_FMLE,GHECAUSES_GHE110,46200.77,36368.04,56930.99
SDG_SH_DTH_RNCOM,EST,COUNTRY,2014,SEX_BTSX,GHECAUSES_GHE117,332.5699,262.6733,428.7233
SDG_SH_DTH_RNCOM,PRT,COUNTRY,2007,SEX_BTSX,GHECAUSES_GHE061,26673.55,22123.08,31648.0
SDG_SH_DTH_RNCOM,PRT,COUNTRY,2012,SEX_MLE,GHECAUSES_GHE061,17356.2,14424.18,20937.62
SDG_SH_DTH_RNCOM,ZWE,COUNTRY,2017,SEX_MLE,GHECAUSES_GHE110,7064.815,4252.316,11283.27
SDG_SH_DTH_RNCOM,ESP,COUNTRY,2015,SEX_MLE,GHECAUSES_GHE061,67435.27,55729.37,81192.48
SDG_SH_DTH_RNCOM,GUY,COUNTRY,2015,SEX_MLE,GHECAUSES_GHE117,141.8842,96.46413,202.7861
SDG_SH_DTH_RNCOM,CAF,COUNTRY,2016,SEX_BTSX,GHECAUSES_GHE080,1369.653,778.3188,2221.092
SDG_SH_DTH_RNCOM,FIN,COUNTRY,2009,SEX_MLE,GHECAUSES_GHE080,227.9394,183.7584,277.9768
SDG_SH_DTH_RNCOM,BOL,COUNTRY,2002,SEX_BTSX,GHECAUSES_GHE080,3500.561,2135.531,5387.461
SDG_SH_DTH_RNCOM,MEX,COUNTRY,2019,SEX_FMLE,GHECAUSES_GHE110,89330.28,70799.58,109364.0
SDG_SH_DTH_RNCOM,STP,COUNTRY,2000,SEX_FMLE,GHECAUSES_GHE117,26.60286,14.47665,42.46608
SDG_SH_DTH_RNCOM,STP,COUNTRY,2000,SEX_MLE,GHECAUSES_GHE080,6.76033,3.82655,10.94721
SDG_SH_DTH_RNCOM,NGA,COUNTRY,2000,SEX_FMLE,GHECAUSES_GHE080,9203.582,6028.14,13176.63
SDG_SH_DTH_RNCOM,NZL,COUNTRY,2011,SEX_FMLE,GHECAUSES_GHE110,5527.22,4336.99,6582.892
SDG_SH_DTH_RNCOM,BWA,COUNTRY,2010,SEX_FMLE,GHECAUSES_GHE117,264.7961,121.4423,473.4729
SDG_SH_DTH_RNCOM,IRQ,COUNTRY,2009,SEX_FMLE,GHECAUSES_GHE117,1031.288,567.5887,1782.491
SDG_SH_DTH_RNCOM,MWI,COUNTRY,2000,SEX_FMLE,GHECAUSES_GHE061,5909.808,3575.237,9254.641
SDG_SH_DTH_RNCOM,CZE,COUNTRY,2011,SEX_MLE,GHECAUSES_GHE117,2441.691,2038.154,2876.15
SDG_SH_DTH_RNCOM,LKA,COUNTRY,2018,SEX_MLE,GHECAUSES_GHE117,10133.85,5965.26,15419.0
SDG_SH_DTH_RNCOM,HUN,COUNTRY,2003,SEX_FMLE,GHECAUSES_GHE080,1557.622,1289.455,1852.259
SDG_SH_DTH_RNCOM,CAF,COUNTRY,2014,SEX_FMLE,GHECAUSES_GHE110,4285.221,2157.284,7457.683
SDG_SH_DTH_RNCOM,SEN,COUNTRY,2018,SEX_MLE,GHECAUSES_GHE110,6021.372,3639.494,9324.434
SDG_SH_DTH_RNCOM,TJK,COUNTRY,2016,SEX_FMLE,GHECAUSES_GHE080,852.6409,489.7445,1169.259
SDG_SH_DTH_RNCOM,ARM,COUNTRY,2006,SEX_BTSX,GHECAUSES_GHE061,5257.696,4271.861,6386.869
SDG_SH_DTH_RNCOM,GRD,COUNTRY,2002,SEX_FMLE,GHECAUSES_GHE110,117.0812,93.03901,144.0209
SDG_SH_DTH_RNCOM,MLT,COUNTRY,2006,SEX_MLE,GHECAUSES_GHE061,428.9085,342.0557,538.7139
SDG_SH_DTH_RNCOM,MUS,COUNTRY,2000,SEX_FMLE,GHECAUSES_GHE080,785.1441,610.1187,984.7434
SDG_SH_DTH_RNCOM,SSD,COUNTRY,2005,SEX_BTSX,GHECAUSES_GHE110,5446.848,2898.326,9147.388
SDG_SH_DTH_RNCOM,BFA,COUNTRY,2005,SEX_BTSX,GHECAUSES_GHE110,14085.57,8561.505,21458.71
SDG_SH_DTH_RNCOM,BTN,COUNTRY,2014,SEX_FMLE,GHECAUSES_GHE080,79.38319,44.81174,127.9893
SDG_SH_DTH_RNCOM,BIH,COUNTRY,2010,SEX_BTSX,GHECAUSES_GHE061,8031.634,6009.57,10461.76
SDG_SH_DTH_RNCOM,KWT,COUNTRY,2008,SEX_FMLE,GHECAUSES_GHE117,24.80893,16.76447,34.86623
SDG_SH_DTH_RNCOM,MWI,COUNTRY,2010,SEX_MLE,GHECAUSES_GHE117,1355.764,763.2646,2177.662
SDG_SH_DTH_RNCOM,JAM,COUNTRY,2010,SEX_MLE,GHECAUSES_GHE110,2334.97,1896.009,2868.138
SDG_SH_DTH_RNCOM,GBR,COUNTRY,2002,SEX_FMLE,GHECAUSES_GHE061,76370.55,69065.01,81833.02
SDG_SH_DTH_RNCOM,POL,COUNTRY,2017,SEX_FMLE,GHECAUSES_GHE110,99990.51,78464.77,117647.0
SDG_SH_DTH_RNCOM,BDI,COUNTRY,2017,SEX_FMLE,GHECAUSES_GHE110,4782.877,2539.363,8024.543
SDG_SH_DTH_RNCOM,PHL,COUNTRY,2007,SEX_MLE,GHECAUSES_GHE061,24050.72,19838.87,28976.52
SDG_SH_DTH_RNCOM,RWA,COUNTRY,2017,SEX_BTSX,GHECAUSES_GHE110,10407.88,5246.313,17968.45
SDG_SH_DTH_RNCOM,IRN,COUNTRY,2000,SEX_BTSX,GHECAUSES_GHE117,9852.609,7924.076,12287.05
SDG_SH_DTH_RNCOM,GNB,COUNTRY,2000,SEX_FMLE,GHECAUSES_GHE110,836.5514,473.5549,1318.562
SDG_SH_DTH_RNCOM,TKM,COUNTRY,2006,SEX_MLE,GHECAUSES_GHE061,1626.344,1237.589,2110.697
SDG_SH_DTH_RNCOM,JOR,COUNTRY,2006,SEX_FMLE,GHECAUSES_GHE061,1707.6,1276.446,2247.596
SDG_SH_DTH_RNCOM,AUT,COUNTRY,2009,SEX_MLE,GHECAUSES_GHE117,2046.018,1749.591,2344.784
SDG_SH_DTH_RNCOM,MNE,COUNTRY,2017,SEX_BTSX,GHECAUSES_GHE117,104.0825,67.32772,148.8572
SDG_SH_DTH_RNCOM,NOR,COUNTRY,2014,SEX_BTSX,GHECAUSES_GHE080,663.1919,536.6059,798.269
SDG_SH_DTH_RNCOM,AFG,COUNTRY,2014,SEX_FMLE,GHECAUSES_GHE080,4160.979,1901.034,7641.583
SDG_SH_DTH_RNCOM,AMR,REGION,2005,SEX_BTSX,GHECAUSES_GHE061,1109150.0,968467.3,1251937.0
SDG_SH_DTH_RNCOM,USA,COUNTRY,2000,SEX_BTSX,GHECAUSES_GHE080,70094.09,60326.8,79624.26
SDG_SH_DTH_RNCOM,COM,COUNTRY,2011,SEX_MLE,GHECAUSES_GHE080,66.6946,39.60946,104.7439
SDG_SH_DTH_RNCOM,YEM,COUNTRY,2006,SEX_MLE,GHECAUSES_GHE110,19665.06,12098.05,30218.65
SDG_SH_DTH_RNCOM,CRI,COUNTRY,2018,SEX_MLE,GHECAUSES_GHE110,3282.308,2389.25,4310.863
SDG_SH_DTH_RNCOM,ISL,COUNTRY,2018,SEX_FMLE,GHECAUSES_GHE061,298.9377,213.8818,399.6824
SDG_SH_DTH_RNCOM,LBY,COUNTRY,2006,SEX_FMLE,GHECAUSES_GHE080,388.2263,230.7145,617.4537
SDG_SH_DTH_RNCOM,EGY,COUNTRY,2003,SEX_FMLE,GHECAUSES_GHE110,85808.53,60787.57,115953.6
SDG_SH_DTH_RNCOM,GAB,COUNTRY,2006,SEX_BTSX,GHECAUSES_GHE117,355.6387,179.2616,593.79
SDG_SH_DTH_RNCOM,SRB,COUNTRY,2009,SEX_BTSX,GHECAUSES_GHE080,3491.018,2885.28,4167.974
SDG_SH_DTH_RNCOM,FJI,COUNTRY,2019,SEX_FMLE,GHECAUSES_GHE080,881.4917,632.274,1181.672
SDG_SH_DTH_RNCOM,USA,COUNTRY,2013,SEX_MLE,GHECAUSES_GHE117,110310.9,95522.34,121031.5
SDG_SH_DTH_RNCOM,TTO,COUNTRY,2012,SEX_FMLE,GHECAUSES_GHE117,71.62925,46.19214,120.6927
SDG_SH_DTH_RNCOM,NIC,COUNTRY,2017,SEX_FMLE,GHECAUSES_GHE110,4713.782,3705.088,5805.375
SDG_SH_DTH_RNCOM,ESP,COUNTRY,2010,SEX_MLE,GHECAUSES_GHE080,4251.52,3488.371,5083.474
SDG_SH_DTH_RNCOM,MLI,COUNTRY,2018,SEX_FMLE,GHECAUSES_GHE080,1726.547,1016.123,2718.478
SDG_SH_DTH_RNCOM,BRA,COUNTRY,2009,SEX_FMLE,GHECAUSES_GHE061,84093.84,74480.54,92449.34
SDG_SH_DTH_RNCOM,LBN,COUNTRY,2011,SEX_BTSX,GHECAUSES_GHE080,929.9476,523.4484,1505.347
SDG_SH_DTH_RNCOM,UKR,COUNTRY,2007,SEX_MLE,GHECAUSES_GHE080,1494.15,1218.255,1840.056
SDG_SH_DTH_RNCOM,AFR,REGION,2005,SEX_BTSX,GHECAUSES_GHE080,161980.8,107590.8,235187.7
SDG_SH_DTH_RNCOM,RUS,COUNTRY,2007,SEX_FMLE,GHECAUSES_GHE110,669473.1,601031.1,709279.8
SDG_SH_DTH_RNCOM,MMR,COUNTRY,2016,SEX_MLE,GHECAUSES_GHE117,20980.27,14438.36,29001.53
SDG_SH_DTH_RNCOM,WB_HI,WORLDBANKINCOMEGROUP,2018,SEX_BTSX,GHECAUSES_GHE110,3407255.0,2672544.0,4075109.0
SDG_SH_DTH_RNCOM,ECU,COUNTRY,2011,SEX_FMLE,GHECAUSES_GHE110,8005.143,6226.377,9932.29
SDG_SH_DTH_RNCOM,SVN,COUNTRY,2001,SEX_FMLE,GHECAUSES_GHE117,334.1146,182.9803,424.6292
SDG_SH_DTH_RNCOM,UGA,COUNTRY,2005,SEX_MLE,GHECAUSES_GHE080,3080.542,1742.661,5028.079
SDG_SH_DTH_RNCOM,ECU,COUNTRY,2011,SEX_BTSX,GHECAUSES_GHE061,13282.04,9860.741,17048.72
SDG_SH_DTH_RNCOM,GRD,COUNTRY,2016,SEX_MLE,GHECAUSES_GHE080,52.57072,38.61244,68.94168
SDG_SH_DTH_RNCOM,ARM,COUNTRY,2015,SEX_MLE,GHECAUSES_GHE117,744.5386,595.7178,906.1796
SDG_SH_DTH_RNCOM,VUT,COUNTRY,2017,SEX_BTSX,GHECAUSES_GHE117,162.4967,86.31992,277.2784
SDG_SH_DTH_RNCOM,GEO,COUNTRY,2006,SEX_FMLE,GHECAUSES_GHE080,598.362,467.4035,754.7075
SDG_SH_DTH_RNCOM,HRV,COUNTRY,2009,SEX_MLE,GHECAUSES_GHE110,10968.22,9508.386,12481.84
SDG_SH_DTH_RNCOM,ETH,COUNTRY,2005,SEX_BTSX,GHECAUSES_GHE080,16548.03,12082.68,21999.02
SDG_SH_DTH_RNCOM,NAM,COUNTRY,2010,SEX_BTSX,GHECAUSES_GHE110,3441.083,2134.483,5176.644
SDG_SH_DTH_RNCOM,GAB,COUNTRY,2015,SEX_BTSX,GHECAUSES_GHE080,760.0062,445.4245,1188.399
SDG_SH_DTH_RNCOM,PNG,COUNTRY,2019,SEX_MLE,GHECAUSES_GHE117,3198.647,1769.236,5151.871
SDG_SH_DTH_RNCOM,TTO,COUNTRY,2017,SEX_MLE,GHECAUSES_GHE110,1586.959,1112.256,2185.914
SDG_SH_DTH_RNCOM,GAB,COUNTRY,2008,SEX_FMLE,GHECAUSES_GHE080,305.9829,169.3126,489.4478
SDG_SH_DTH_RNCOM,POL,COUNTRY,2011,SEX_FMLE,GHECAUSES_GHE061,42779.81,37593.91,46364.77
SDG_SH_DTH_RNCOM,IRQ,COUNTRY,2003,SEX_FMLE,GHECAUSES_GHE117,1017.466,520.5676,1808.665
SDG_SH_DTH_RNCOM,BEN,COUNTRY,2018,SEX_MLE,GHECAUSES_GHE117,1236.701,664.7518,2046.872
SDG_SH_DTH_RNCOM,CRI,COUNTRY,2008,SEX_MLE,GHECAUSES_GHE080,305.3378,211.308,418.3005
SDG_SH_DTH_RNCOM,MDV,COUNTRY,2002,SEX_MLE,GHECAUSES_GHE117,49.36875,30.69649,73.6666
SDG_SH_DTH_RNCOM,SAU,COUNTRY,2013,SEX_FMLE,GHECAUSES_GHE061,3626.958,2525.333,5115.031
SDG_SH_DTH_RNCOM,YEM,COUNTRY,2009,SEX_MLE,GHECAUSES_GHE061,3073.235,1666.118,5190.398
SDG_SH_DTH_RNCOM,WB_LMI,WORLDBANKINCOMEGROUP,2011,SEX_BTSX,GHECAUSES_GHE061,1576256.0,1163915.0,2122869.0
SDG_SH_DTH_RNCOM,KAZ,COUNTRY,2015,SEX_FMLE,GHECAUSES_GHE117,3145.11,2065.055,4230.165
SDG_SH_DTH_RNCOM,PER,COUNTRY,2014,SEX_MLE,GHECAUSES_GHE061,14942.08,10536.72,20344.39
SDG_SH_DTH_RNCOM,LKA,COUNTRY,2003,SEX_MLE,GHECAUSES_GHE110,21820.29,16554.92,27782.59
SDG_SH_DTH_RNCOM,SSD,COUNTRY,2013,SEX_MLE,GHECAUSES_GHE061,2494.284,1326.688,4366.202
SDG_SH_DTH_RNCOM,COG,COUNTRY,2018,SEX_BTSX,GHECAUSES_GHE080,1213.659,707.3127,1919.432
SDG_SH_DTH_RNCOM,GNQ,COUNTRY,2007,SEX_FMLE,GHECAUSES_GHE110,505.2335,257.9651,865.1183
SDG_SH_DTH_RNCOM,ETH,COUNTRY,2016,SEX_FMLE,GHECAUSES_GHE080,7887.136,5730.0,10478.97
SDG_SH_DTH_RNCOM,TTO,COUNTRY,2018,SEX_MLE,GHECAUSES_GHE110,1575.899,1095.054,2175.906
SDG_SH_DTH_RNCOM,MNE,COUNTRY,2014,SEX_BTSX,GHECAUSES_GHE117,97.44886,65.26402,136.8624
SDG_SH_DTH_RNCOM,SUR,COUNTRY,2015,SEX_FMLE,GHECAUSES_GHE117,40.90432,25.26421,61.56338
SDG_SH_DTH_RNCOM,UGA,COUNTRY,2010,SEX_BTSX,GHECAUSES_GHE061,14330.03,9268.531,21119.68
SDG_SH_DTH_RNCOM,YEM,COUNTRY,2008,SEX_BTSX,GHECAUSES_GHE061,6164.422,3286.693,10600.3
SDG_SH_DTH_RNCOM,GNB,COUNTRY,2015,SEX_MLE,GHECAUSES_GHE061,265.8677,146.6319,437.2765
SDG_SH_DTH_RNCOM,TCD,COUNTRY,2009,SEX_FMLE,GHECAUSES_GHE061,2456.616,1438.461,3874.954
SDG_SH_DTH_RNCOM,GNB,COUNTRY,2001,SEX_BTSX,GHECAUSES_GHE110,1792.627,1049.215,2822.005
SDG_SH_DTH_RNCOM,PER,COUNTRY,2008,SEX_BTSX,GHECAUSES_GHE080,3785.66,2581.188,5291.627
SDG_SH_DTH_RNCOM,CMR,COUNTRY,2004,SEX_BTSX,GHECAUSES_GHE110,23100.21,13496.38,36636.04
SDG_SH_DTH_RNCOM,ROU,COUNTRY,2009,SEX_BTSX,GHECAUSES_GHE117,9040.372,7460.755,11761.56
SDG_SH_DTH_RNCOM,BLZ,COUNTRY,2018,SEX_BTSX,GHECAUSES_GHE061,240.9937,175.5738,322.7892
SDG_SH_DTH_RNCOM,ALB,COUNTRY,2018,SEX_FMLE,GHECAUSES_GHE117,454.0178,257.7553,720.2119
SDG_SH_DTH_RNCOM,GBR,COUNTRY,2003,SEX_MLE,GHECAUSES_GHE117,24799.68,22063.28,26995.3
SDG_SH_DTH_RNCOM,KEN,COUNTRY,2019,SEX_BTSX,GHECAUSES_GHE110,35993.72,23772.08,52047.69
SDG_SH_DTH_RNCOM,AUS,COUNTRY,2018,SEX_FMLE,GHECAUSES_GHE061,20549.97,15533.29,26025.35
SDG_SH_DTH_RNCOM,CAF,COUNTRY,2002,SEX_FMLE,GHECAUSES_GHE080,569.7009,300.4587,952.3884
SDG_SH_DTH_RNCOM,STP,COUNTRY,2002,SEX_MLE,GHECAUSES_GHE110,63.45067,40.29257,94.33403
SDG_SH_DTH_RNCOM,BHS,COUNTRY,2003,SEX_FMLE,GHECAUSES_GHE117,12.63703,8.48871,18.00831
SDG_SH_DTH_RNCOM,LBN,COUNTRY,2019,SEX_BTSX,GHECAUSES_GHE110,17543.91,11114.48,23239.67
SDG_SH_DTH_RNCOM,BEL,COUNTRY,2019,SEX_FMLE,GHECAUSES_GHE061,12892.46,9632.854,16674.75
SDG_SH_DTH_RNCOM,IRN,COUNTRY,2010,SEX_FMLE,GHECAUSES_GHE061,16637.17,13870.59,18657.63
SDG_SH_DTH_RNCOM,IRL,COUNTRY,2012,SEX_MLE,GHECAUSES_GHE061,4498.686,3692.482,5457.932
SDG_SH_DTH_RNCOM,MDV,COUNTRY,2018,SEX_MLE,GHECAUSES_GHE117,60.46334,39.01591,88.79936
SDG_SH_DTH_RNCOM,GNQ,COUNTRY,2010,SEX_MLE,GHECAUSES_GHE080,152.8722,84.24805,252.2038
SDG_SH_DTH_RNCOM,LKA,COUNTRY,2002,SEX_FMLE,GHECAUSES_GHE061,4969.555,3807.192,6177.184
SDG_SH_DTH_RNCOM,LTU,COUNTRY,2012,SEX_MLE,GHECAUSES_GHE110,9663.666,8574.559,10702.36
SDG_SH_DTH_RNCOM,SDN,COUNTRY,2014,SEX_MLE,GHECAUSES_GHE117,4223.828,1825.733,7662.908
SDG_SH_DTH_RNCOM,ARE,COUNTRY,2009,SEX_FMLE,GHECAUSES_GHE117,142.6088,69.07623,243.5676
SDG_SH_DTH_RNCOM,MDV,COUNTRY,2012,SEX_BTSX,GHECAUSES_GHE117,110.1905,72.43346,155.9552
SDG_SH_DTH_RNCOM,TTO,COUNTRY,2017,SEX_FMLE,GHECAUSES_GHE080,644.5883,447.0795,886.2192
